review_text,label
aplikasi scam kasihan sambat nombok enggak masuk data samsat min masa katanya telat pajaknya,Netral
ribet sekal,Negatif
mudah dan cepat,Positif
terima kasih pak dengan adanya aplikasi signal memudahkan saya yang bekerja diluar kota dapat dengan mudah membayar pajak kendaraan saya,Positif
terima kasih aplikasi terus ditingkatkan,Positif
sangat memudahkan sekal cuma kartu jasa raharja warna biru dan stiker hologram untuk bukti pengesahan stnk tidak dapat atau memang tidak dapat ya kalo bayar via signal,Netral
enggak jelas kali aplikasi selalu suruh tunggu beberapa saat sudah satu hari gakbisa bisa,Netral
mantap,Positif
kode bayar sering bermasalah butuh dicoba beberapa hari tapi setelah selesai bayar proses cepat tq team signal,Positif
lebih mudah dalam membayar pajak apalagi untuk perantau yang berada diluar daerah menjadi lebih mudah dalam membayar pajak lebih bagus lagi kalau bisa perpanjanh stnk tahunan lewat aplikasi signal tanpa harus datang langsung ke samsat daerah,Positif
mantap tanpa harus datang ke lokasi pengiriman juga cepat terima kasih,Positif
sangat memudahkan,Netral
untuk sistim mudah cepat untuk pembuatan stnk di samsat cepat di cek di sistem nya masalah di pengiriman agak lama pos nya,Positif
enggak bisa buat bayar rpajak mobil gagal terus sudah hari mencoba,Negatif
oke bagus sangat membantu,Positif
keren banget stnk bisa dikirim tanpa kita ke samsat jadi lebih semangat kalo bayar pajak hihi,Positif
mantap terima kasih banyak,Positif
tiap isi alamat buat pengiriman nya kenapa gagal mulu ya sudah mencoba ber kali kali malah kesal yang ada mohon bantuan nya sudah yang ke harinya tiap memasuki alamat nya enggak bisa mulu sudah memasuki alamat di kampung enggak bisa memasuki alamat domisili sekarang enggak bisa juga,Negatif
mudah untuk pembayaran,Positif
sangat membantu yang kerja di perantauan,Positif
jawa tengah sudah sebulan ini tidak bisa digunakan untuk cek pajak kendara dan pembayaran sedang perbaikan atau error error sampai kapan ya kapan bisa digunakan lagi aplikasinya,Negatif
mantap cepat dan simpel penggunaannya,Positif
setiap mau chat admin pasti mohon maaf untuk saat ini agent kami sedang tidak berada di tempat semua mohon menunggu untuk dan coba hubungi beberapa saat lagi,Netral
bayar pajak tahunan jadi lebih mudah,Positif
apk masih lemah update status lambat proses kirim stnk lama banget versi baru kenapa malah enggak bisa bayar padahal jatuh tempo semiggu lagi,Negatif
dari tanggal sampai tanggal januari buka aplikasi ini mau bayar pajak motor gagal memuat terus,Negatif
signal tidak bisa bayar lewat mbangking dan chat live muter padahal masih jam pagi masak agen signal tidak ada semua setelah di suruh reinstal sama samanya malahan tidak bisa pilih kurir bisa enggak lebih baik begitu enggak usah ribet,Negatif
aplikasinya pas dipakai selalu gagal pas pembayaran katanya layanan gagal coba lagi lain waktu dicoba lagi malah enggak bisa memilih kurirnya layanan pembayaran nya juga yang bisa dipakai hanya kanal pembayaran qris dll enggak bisa tolong diperbaiki aplikasinya,Negatif
enggak ada plastiknya,Netral
aplikasi susah verifikasinya yang selfi tidak boleh kosong foto enggak sesai aneh banget padahal sudah sangat jelas dan jaringan lancar,Negatif
terbaik,Netral
memudahkan pembayaran pajak ketika tidak bisa datang langsung ke samsat proses juga mudah sudah coba pakai yang kirim stnk juga dan puji tuhan diterima dengan baik,Negatif
sangat membantu sekal buat yang sibuk bekerja ini cukup membantu untuk membayar pajak tahunan mudah an kedepannya bisa perpanjang plat lewat online juga,Positif
mantap lebih mudah,Positif
mau bertanya apakah kalau sudah pembayaran stnk sudah pengesahan atau kita harus ke kantor samsat lagi,Netral
bagus,Positif
alhamdulillah stnk saya cepat sampai makin enak dan makin muda kita perpanjang pajak motor mks,Positif
developernya kerja dari awal desember sampai sekarang enggak kelar² mau bayar pajak wilayah ntt enggak bisa terus mengapai saja,Negatif
cepat dan praktis,Positif
mantap lebih mudah untuk pemberi pajak pelayanannya,Positif
satu kata p a ya a h,Netral
mantap cepat dan transparan semoga lebih baik dan pungli semangkin hilang amin amin,Positif
aplikasi enggak jelas mau daftar akun saja gagal karena foto ktp sama foto wajah kok harus sama persis dikira tiap tahun orang enggak berkembang apa pokemon saja berevolusi kok,Negatif
simple tidak ribet diterima di rumah,Negatif
sangat membantu untuk yang diluar daerah,Positif
mantap,Positif
baru kali ini pakai aplikasi signal sangat membantu tanpa harus pakai ktp pemilik bisa bayar pajak tahunan stnk di kirim via pos terima kasih signal,Positif
sudah pernah bayar disini cuma semenjak updet login wajib no telpon enggak ada opsi email padahal nyangkutinnya di email giliran mau daftarin no telepon katanya email sudah terdaftar di puter begini tolong perbaiki sistemnya,Netral
saya kasih bintang karena sudah kali saya byr pakai signal lancar daftar signal terus lihat tagihan pajaknya lalu saya byr pakai shopee ada bonus disc nya di shopee hehe terima kasih,Positif
proses cepat,Positif
mantap,Positif
ongkir naik tapi pengiriman seminggu tahun kemrn ongkir murah pengiriman enggak ada sehari terkirim,Netral
proses penanganan lama,Netral
jos bisa membantu yang lagi enggak di tempat asal,Positif
manta sangat memudahkan,Netral
ketika klik prop jawa barat dulu daftar tidak ada kota tasikmalaya yang ada kab tasikmakaya dan kod tasikmalaya ketika klik kod tasikmalaya yang muncul nama kecamatan yang ada di kab tasikmalaya dan ketika klik kab tasikmalaya justru nama kecamatannya kosong tidak ada pilihan rupanya hal ini perlu sda perbaikan terima kasih,Positif
saya sudah bayar pajak dari aplikasi dari tanggal januari kenapa belum ada sampai sekarang tanggal januari tolong ini bagaimana sudah hari tidak datang,Netral
terbaik sesai dengan kebutuhan dan keinginan,Netral
aplikasinya keren banget,Positif
sangat membantu,Positif
sangat bagus byar pajak jadi praktis enggak telat lagi masukkan kedepan agar bisa bayar pajak tahunan mohon di rencanakn,Positif
awalnya ragu alhamdulillah bisa di percaya sip,Positif
sangat mmbntu tidk perlu antri dan pergi ke samsat,Netral
ok,Netral
cepat dan amanah terima kasih signal porli susah mempermudah untuk bayar pajak,Negatif
aplikasi sangat membantu dalam pembayaran pajak tahunan pengiriman sangat cepat cuma hari sudah sampai sesimpel itu enggak perlu izin tidak masuk kerja good job,Positif
keren pelayanan online seperti ini memang dibutuhkan tanpa harus pergi ke samsat stnk sudah sampai dirumah,Positif
memudahkan untuk membayar pajak tahunan tidak harus antri di loket,Netral
proses mudah cepat terima kasih,Positif
bagus saya suka aplikasi ini,Positif
menunggu pengiriman e tbpkp sudah hari yang katanya hari kerja status pengiriman masih pra collecting padahal dekat ke rumah kantor samsat dan kantor pos habis ini uninstal mening mengantri tapi beres hari,Netral
verifikasi gagal melulu mau tertib bayar pajak bagaimana aplikasi apa ini ujung ujungnya mending bayar langsung ke samsat,Negatif
sangat membantu dan sangat mudah untuk memperpanjang pajak,Positif
sangat bermanfaat untuk aku yang mageran proses pun cepat tinggal duduk manis dirumah menunggu diantar pak kurir,Positif
sudah bagus perlu perbaikan untuk proses pembayaran agar lebih dalam konsumen melakukan pembayaran,Positif
mempermudah proses pembayaran,Netral
cepat tepat,Positif
pengalaman yang yang ke pertama ada bingung pas mau pembayaran karena kode selalu salah dan ternyata harus ada layanan pembayaran signal juga sekarang jadi simple dan praktis tanpa harus ke kantor samsat maupun biro jasa memperpanjang stnk cukup di rumah saja terima kasih,Positif
aplikasi berjalan baik sangat mudah digunakan saya proses tanggal dari lampung tanggal dokumen sudah saya terima ini yang masyarakat butuhkan mudah cepat tidak ribet,Negatif
bagus tapi ongkirnya mahal banget,Positif
terima kasih sudah membantu bagi kami yang sedang berada di luar daerah domisili atau tidak memiliki banyak waktu luang untuk dapat datang ke kantor samsat,Positif
alhamdulillah pengurusan pajak online sudah selesai mudah dan cepat paket diterima dengan aman terima kasih samsat digital dan pos indonesia,Positif
bayar pajak sangat mudah dokumen diantar sampai rumah,Positif
pengiriman dokumen lumayan cepat,Positif
aplikasi sangat membantu cuma saat update terbaru sering gagal semoga kedepan zemakin lebih baik,Negatif
keren,Positif
sangat membantu dalam pembayaran pajak motor enggak perlu balik ke kampung halaman,Positif
halo motor saya kena pelanggaran etle saya biasa bayar pajak tahunan via signal tapi karena tilang etle ini jadi mempersulit saya untuk bayar pajak secara online kenapa untuk pembyaran etilang yang sudah lewat dari hari maksimal tidak di permudah untuk bayar online padahal intinya ada uang masuk ke negara untuk bayar tilang n pajak jangan harus pelanggan datang ke gakkum untuk proses bayar e tilang harap kedepannya semua pembyaran bisa di lakukan lebih mudah n efisien,Positif
yuk pajak ganti kaleng juga bisa via online nanti yang gesek datang ke rumah hahaha,Netral
sangat membantu,Positif
pengalaman pertama bayar pajak online sangat terbantu sekal ada aplikasi ini goodjobs,Netral
simple proses cepat tidak perlu mengantri di samsat,Positif
pelayanan cepat dan akurat,Positif
mudah dan praktis sekal bayar pajak kendaraan di aplikasi ini terbantu sekal terima kasih signal,Positif
mantap jaya,Positif
mudah dan cepat semoga dapat di pertahankan dan lebih baik lagi ke depannya,Positif
aplikasi sangat membantu wajib pajak hanya saja membutuhkan waktu hari untuk menerima bukti bayar setelah hari pelunasan jadi total proses hari,Positif
bayar pajak tak perlu antri antri lagi terima kasih,Positif
aplikasi signal sangat membantu saya memperpanjang stnk,Positif
data kendaraan saya tidak ada di update terbaru aplikasi signal saya coba masukan kembali daftarkan kendaraan dengan nopol dan digit terakhir noka motor saya app nya bilang kendaraan sudah terdaftar dan proses ini tidak bisa dilanjutkan apakah bisa diberi solusi saya khawatir tidak bisa bayar pajak motor online seperti yang biasa saya lakukan sebelumnya jika tidak ada data kendaraan saya di app signal,Negatif
luar biasa mungkin kedepan bisa ditambahkan layanan untuk bayar pajak kendaraan yang belum bbn agar mempermudah wajib pajak untuk melaksanakannya,Netral
aplikasinya susah enggak bisa berfungsi kita sudah masukan semua data yang diminta tetap enggak bisa bayar dan cek pajak kendaraan,Negatif
cepat dan mudah enggak perlu antri,Positif
agak lama prosesnya tapi good di kirim ke alamat ku,Netral
top markotop menunggu nya hari stnk nya datang cuuss dengan selamat tanpa kendala apapun worth itu banget buat kaum yang satset kayak aku enggak sempat harus ke samsat nya jadi lewat aplikasi saja btw aku domisili palembang ya sudah bisa bayar pajak lewat aplikasi,Positif
mantap euyy terima kasih signal,Positif
sip cepat,Positif
cepat sampai dan mudah digunakan dan sudah sering pakai untuk alamat pengiriman tidak ada opsi untuk menghapus cuma ada tambah dan edit alamat,Positif
sangat membantu,Positif
bayar online mudah dan cepat tidak perlu ijin dari pekerjaan,Positif
mantap bayar pajak enggak perlu ke kantor samsat cukup duduk manis di rumah,Positif
semenjak ada aplikasi ini enggak perlu lagi antri panjang desekan tinggal mainin jempol beres langsung kirim ke rumah,Netral
pengiriman lumayanlah hari dari jateng ke jambar aku kira enggak bakal di kirim kirim ternyata aku bayar nya di awal sebelum jatuh tempo jadi di proses nya lama saran juga semoga untuk pembayaran via qris lebih mudah bolak balik mencoba pakai qris susah tapi pakai aplikasi yang lain bisa sih cukup membantu dan mudah di mengerti untuk saat ini,Negatif
terima kasih terbantu sekal dengan aplikasi ini,Positif
setelah update layanan tambah canggih dan juga pengiriman cepat,Positif
membantu banget bagi yang lagi perantauan ta perlu pulkam,Positif
proses cepat anti ribet mantap,Negatif
semoga bisa mempertahankan dan meningkatkan pelayanan online mau tanya apakah di signal ada perang sin kalo belum semoga kedepannya ada juga dan semoga ada mengurus ganti plat dan balik nama juga,Netral
tambah mumet,Netral
mantap polri salam presisi,Positif
good job cukup memudahkan dalam pembayaran,Netral
gampang enggak pakai ribet,Negatif
mudah dan cepat sampai dokumennya,Positif
bagus pelayanan samsat ini real pelayanan online tanpa antri tanpa ribet diantar langsung ke rumah kinerja aplikasi signal juga sudah bagus tidak banyak delay sudah terbilang responsif untuk sekelas aplikasi pemerintahan,Negatif
terima kasih untuk pelayanan nya sehingga memudahkan dalam proses pembayaran pajak kendaraan,Positif
sudah hampir hampir bulan dari tanggal desember sampai tanggal januari belum sampai sampai stnk nya apa mungkin karena diluar pulau jadi lama tapi di status pengiriman selesai antar di tanggal januari saya khawatir kalau stnk nya tidak sampai tolong di perjelas lagi status pengiriman nya,Netral
tolong untuk verifikasi di perbaiki lagi karena saya dulu pernah dapat tetap nomer sudah hangus terus ganti nomer mau verifikasi tidak bisa karena sudah pernah mendaftar,Negatif
mantap kadang bisa kadang kagak ternyata sudah update frame baru terima kasih juga sudah meringankan sedikit beban saya sebagai masyarakat yang terpaksa harus bayar pajak kendaraan,Positif
cepett banget sampai enggak perlu ribet ke samsat,Negatif
mantap lebih cepat dan mudah kelemahan belum bisa buat kendaraan bukan milik sendiri tapi sekarang hanya tinggal kenangan deh minggu indak bisa daftar pengesahan,Positif
tidak bisa transaksi pembayaran pajak bermotor,Negatif
saya sudah bayar pajak online sudah dari tanggal januari sampai tanggal januari belum menerima stnk,Netral
firts time byr pajak secara online biasanya pakai jasa orang alhamdulillah mudah sempat deg deg an sebenarnya tapi alhamdulillah lancar dan aman sangat memudahkan menurutku,Positif
sekarang sudah canggih bayar pajak lewat aplikasi stnk di kirim ke rumah sangat memuaskan maju terus buat perubahan perubahan yang bisa mempermudah rakyat,Netral
mudah cepat dan bisa kapan saja dan dimana saja,Positif
sangat mudah dan gampang di pahami tak perlu antri tinggal duduk manis sudah sampai dalam waktu hari,Positif
aplikasi yang sangat bagus dan sangat membantu saya dalam pembayaran pajak kendaraan karena tidak lagi antri datang ke samsat,Positif
simple,Netral
joss top sangat berguna sekal proses cepat tanpa ini itu terima kasih,Positif
cepat mudah dan yang pasti maju terus sangat membantu dengan adanya aplikasi ini,Positif
lebih mudah dan cepat,Positif
prosesnya cepat mudah dan aman,Positif
sudah tahun menggunakan apk signal update mengikuti versi terus dan lancar saja pemakaian selama ini eh pas update versi kenapa jadi ribet ya untuk proses cek pajak tidak bisa mau proses pembayaran saja tidak bisa dengan note layanan tidak tersedia silakan coba beberapa saat lagi atau hubungi customer service pada live chat aplikasi apa gunanya ada apk buat bayar pajak saja enggak bisa kita bukan maling atau koruptor hanya sebagai rakyat yang taat pajak saja,Negatif
aplikasi sangat membantu,Positif
bagus sangat membantu stnk sudah diterima hari pengiriman,Positif
cukup membantu bagi orang yang sibuk kalau bisa permudah buat beda nama,Positif
